Kidnap - For Adoption	963
Kidnap - For Begging	275
Kidnap - For Camel Racing	5
Kidnap - For Illicit Intercourse	23552
Kidnap - For Marriage	119107
Kidnap - For Other Purposes	97505
Kidnap - For Prostitution	3414
Kidnap - For Ransom	9341
Kidnap - For Revenge	5873
Kidnap - For Sale	686
Kidnap - For Selling Bodyparts	16
Kidnap - For Slavery	904
Kidnap - For Unlawful Activity	6360
